n,Bothe_k1,Bothe_k2,Bothe_cpk,Bothe_Power,Pearn_k1,Pearn_k2,Pearn_cpk,Pearn_Power,Tai_k1,Tai_k2,Tai_cpk,Tai_Power
14,0.8017837257372732,1.0,1.683809094479012,0.5013479018343889,0.0,1.816036124424393,1.074356567113908,0.5492724211809752,0.8017837257372732,1.816036124424393,0.927189207215087,0.7502383754130303
15,0.7745966692414834,1.0,1.6928714466442765,0.5013473295014554,0.0,1.7941623409747114,1.0874547368614829,0.5472533380467853,0.7745966692414834,1.7941623409747114,0.9435441866005243,0.7502063161883405
16,0.75,1.0,1.7010703363914363,0.501350260964835,0.0,1.7744936478892712,1.099508211095712,0.545454402358361,0.75,1.7744936478892712,0.9586229505046858,0.7501803946095765
17,0.7276068751089989,1.0,1.7085347113551046,0.5013505320576517,0.0,1.7570676401832428,1.1104127648654218,0.543874779006744,0.7276068751089989,1.7570676401832428,0.9723784516212041,0.7501595836794334
18,0.7071067811865476,1.0,1.7153680759959218,0.5013510620863478,0.0,1.7414523938934858,1.120369608283861,0.5424713971945012,0.7071067811865476,1.7414523938934858,0.9850215153804776,0.7501425537500873
19,0.6882472016116852,1.0,1.7216546025208759,0.5013525102266028,0.0,1.7270334288121245,1.129723550130357,0.5411862817136249,0.6882472016116852,1.7270334288121245,0.9968855111884266,0.7501281112013595
20,0.6708203932499369,1.0,1.7274635386414572,0.5013492980834302,0.0,1.7140925222168082,1.1382526387012932,0.5400421425370578,0.6708203932499369,1.7140925222168082,1.0078006386769347,0.7501161425311164
21,0.6546536707079772,1.0,1.7328524461554444,0.5013471142701243,0.0,1.7021320054148654,1.1462508960436926,0.5389928080076984,0.6546536707079772,1.7021320054148654,1.0180482128547317,0.7501058742948286
22,0.6396021490668313,1.0,1.7378696200358272,0.5013496897166858,0.0,1.690972659110271,1.1538154244421788,0.5380210850805873,0.6396021490668313,1.690972659110271,1.0277337192135512,0.7500969486234131
23,0.6255432421712244,1.0,1.742555922334363,0.5013493007388199,0.0,1.6807289207406066,1.1608477204829113,0.5371355383070613,0.6255432421712244,1.6807289207406066,1.0367858259775242,0.7500892863120636
24,0.6123724356957946,1.0,1.746946191159505,0.5013520783964421,0.0,1.6710097907867423,1.1675995838856437,0.5363012363948778,0.6123724356957946,1.6710097907867423,1.045443420374581,0.7500824657239274
25,0.6,1.0,1.7510703363914375,0.5013482125985484,0.0,1.6622271691918147,1.1737687679236162,0.5355524080865689,0.6,1.6622271691918147,1.0534482703966503,0.7500766629725847
26,0.5883484054145521,1.0,1.7549542012532537,0.5013510030771322,0.0,1.6537695116404745,1.1797716203245587,0.5348359721415671,0.5883484054145521,1.6537695116404745,1.0611842756203722,0.7500713855502008
27,0.5773502691896257,1.0,1.758620246661561,0.5013507596536639,0.0,1.6460695705304955,1.185290325100078,0.5341878175362214,0.5773502691896257,1.6460695705304955,1.0683754065721491,0.7500668358847045
28,0.5669467095138409,1.0,1.762088099886823,0.5013513681068328,0.0,1.638549573744093,1.1907301235526446,0.5335586651597876,0.5669467095138409,1.638549573744093,1.075395049452452,0.7500626184298194
29,0.5570860145311556,1.0,1.765374998214385,0.5013479656026976,0.0,1.631654412632728,1.19576199548489,0.5329852075948315,0.5570860145311556,1.631654412632728,1.0819539876498079,0.7500589406563049
30,0.5477225575051661,1.0,1.7684961505563808,0.5013472019104346,0.0,1.6250789719834684,1.2006003216016536,0.5324414471194686,0.5477225575051661,1.6250789719834684,1.088252436371056,0.7500555963138591
