0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3
2.9455,2.9438,2.9385,2.9297,2.9173,2.9012,2.8811,2.857,2.8285,2.7954,2.7572,2.7133,2.6633,2.606,2.5405,2.4649,2.3771,2.2734,2.1478,1.989,1.7695,1.3385,,,,,,,,,
2.5064,2.5043,2.498,2.4874,2.4724,2.4528,2.4283,2.3986,2.3631,2.3214,2.2724,2.2151,2.1477,2.0677,1.9707,1.8487,1.6816,1.3757,,,,,,,,,,,,,
2.268,2.2657,2.2586,2.2468,2.23,2.2079,2.1801,2.1461,2.1052,2.0562,1.9974,1.9263,1.8384,1.7243,1.5582,,,,,,,,,,,,,,,,
2.1129,2.1104,2.1029,2.0901,2.0719,2.0479,2.0175,1.9799,1.9339,1.8776,1.8077,1.718,1.594,1.3729,,,,,,,,,,,,,,,,,
2.002,1.9994,1.9914,1.978,1.9587,1.9331,1.9003,1.8593,1.808,1.7432,1.6583,1.5367,1.289,,,,,,,,,,,,,,,,,,
1.9178,1.915,1.9068,1.8927,1.8725,1.8455,1.8105,1.7659,1.7087,1.6332,1.5249,1.3173,,,,,,,,,,,,,,,,,,,
1.851,1.8482,1.8397,1.8252,1.8042,1.7757,1.7385,1.6901,1.6259,1.5355,1.382,,,,,,,,,,,,,,,,,,,,
1.7966,1.7937,1.785,1.77,1.7482,1.7185,1.6789,1.6261,1.5532,1.4404,,,,,,,,,,,,,,,,,,,,,
1.7511,1.7481,1.7392,1.7239,1.7014,1.6702,1.6281,1.5704,1.4862,1.3325,,,,,,,,,,,,,,,,,,,,,
1.7123,1.7093,1.7003,1.6846,1.6613,1.6288,1.5839,1.5204,1.4208,1.1146,,,,,,,,,,,,,,,,,,,,,
1.6788,1.6758,1.6666,1.6506,1.6266,1.5926,1.5447,1.4743,1.3518,,,,,,,,,,,,,,,,,,,,,,
1.6495,1.6465,1.6371,1.6208,1.5961,1.5605,1.5093,1.4305,1.2672,,,,,,,,,,,,,,,,,,,,,,
1.6236,1.6205,1.611,1.5944,1.5689,1.5317,1.4768,1.3874,1.0541,,,,,,,,,,,,,,,,,,,,,,
1.6004,1.5973,1.5878,1.5708,1.5445,1.5056,1.4465,1.3433,,,,,,,,,,,,,,,,,,,,,,,
1.5796,1.5765,1.5668,1.5495,1.5225,1.4817,1.4179,1.2951,,,,,,,,,,,,,,,,,,,,,,,
1.5608,1.5576,1.5478,1.5302,1.5024,1.4596,1.3904,1.2363,,,,,,,,,,,,,,,,,,,,,,,
1.5436,1.5404,1.5305,1.5126,1.4839,1.439,1.3635,1.1358,,,,,,,,,,,,,,,,,,,,,,,
1.5279,1.5247,1.5147,1.4964,1.4668,1.4197,1.3367,,,,,,,,,,,,,,,,,,,,,,,,
1.5134,1.5102,1.5001,1.4815,1.451,1.4014,1.3094,,,,,,,,,,,,,,,,,,,,,,,,
1.5,1.4968,1.4866,1.4677,1.4362,1.384,1.2808,,,,,,,,,,,,,,,,,,,,,,,,
1.4876,1.4844,1.4741,1.4548,1.4224,1.3672,1.2493,,,,,,,,,,,,,,,,,,,,,,,,
1.4761,1.4729,1.4625,1.4428,1.4093,1.3511,1.2122,,,,,,,,,,,,,,,,,,,,,,,,
1.4653,1.4621,1.4516,1.4315,1.397,1.3353,1.161,,,,,,,,,,,,,,,,,,,,,,,,
1.4552,1.452,1.4414,1.421,1.3853,1.3198,,,,,,,,,,,,,,,,,,,,,,,,,
1.4457,1.4425,1.4318,1.411,1.3741,1.3045,,,,,,,,,,,,,,,,,,,,,,,,,
1.4368,1.4335,1.4227,1.4016,1.3635,1.2892,,,,,,,,,,,,,,,,,,,,,,,,,
1.4284,1.4251,1.4142,1.3926,1.3533,1.2737,,,,,,,,,,,,,,,,,,,,,,,,,
1.4204,1.4171,1.4061,1.3841,1.3435,1.2579,,,,,,,,,,,,,,,,,,,,,,,,,
1.4129,1.4096,1.3985,1.3761,1.334,1.2414,,,,,,,,,,,,,,,,,,,,,,,,,
