0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4,2.5,2.6,2.7,2.8,2.9,3
2.9458,2.9441,2.9388,2.9301,2.9176,2.9015,2.8814,2.8573,2.8288,2.7957,2.7575,2.7137,2.6636,2.6064,2.5408,2.4653,2.3775,2.2738,2.1482,1.9896,1.7702,1.3403,,,,,,,,,
2.5211,2.519,2.5127,2.5021,2.487,2.4673,2.4427,2.4129,2.3773,2.3354,2.2862,2.2286,2.1609,2.0803,1.9827,1.8596,1.691,1.3814,,,,,,,,,,,,,
2.3031,2.3007,2.2935,2.2815,2.2645,2.242,2.2138,2.1793,2.1376,2.0877,2.0277,1.9551,1.8652,1.7483,1.5775,,,,,,,,,,,,,,,,
2.1666,2.1641,2.1562,2.1431,2.1243,2.0995,2.068,2.029,1.9813,1.9227,1.85,1.7565,1.6267,1.3945,,,,,,,,,,,,,,,,,
2.0722,2.0694,2.0611,2.0469,2.0265,1.9995,1.9648,1.9214,1.867,1.7982,1.7079,1.5782,1.3124,,,,,,,,,,,,,,,,,,
2.002,1.9991,1.9901,1.975,1.9532,1.9239,1.8861,1.8379,1.776,1.6941,1.5765,1.3497,,,,,,,,,,,,,,,,,,,
1.9472,1.9441,1.9347,1.9187,1.8954,1.8641,1.823,1.7695,1.6985,1.5986,1.4282,,,,,,,,,,,,,,,,,,,,
1.9034,1.9001,1.8903,1.8734,1.8487,1.8151,1.7705,1.7111,1.629,1.5018,,,,,,,,,,,,,,,,,,,,,
1.8669,1.8635,1.8531,1.8354,1.8094,1.7735,1.7252,1.659,1.5626,1.3861,,,,,,,,,,,,,,,,,,,,,
1.8362,1.8327,1.8219,1.8033,1.7759,1.7377,1.6853,1.6113,1.4953,1.1361,,,,,,,,,,,,,,,,,,,,,
1.8097,1.806,1.7948,1.7755,1.7466,1.706,1.6492,1.5659,1.4209,,,,,,,,,,,,,,,,,,,,,,
1.7866,1.7829,1.7713,1.7511,1.7208,1.6777,1.616,1.5214,1.325,,,,,,,,,,,,,,,,,,,,,,
1.7664,1.7625,1.7505,1.7296,1.6979,1.652,1.5849,1.4761,1.0681,,,,,,,,,,,,,,,,,,,,,,
1.7484,1.7444,1.732,1.7102,1.677,1.6284,1.5552,1.4279,,,,,,,,,,,,,,,,,,,,,,,
1.732,1.7279,1.7151,1.6925,1.6578,1.6062,1.5262,1.3728,,,,,,,,,,,,,,,,,,,,,,,
1.7174,1.7131,1.6999,1.6766,1.6403,1.5855,1.4978,1.3026,,,,,,,,,,,,,,,,,,,,,,,
1.7042,1.6998,1.6862,1.6621,1.6242,1.566,1.4692,1.1766,,,,,,,,,,,,,,,,,,,,,,,
1.6919,1.6874,1.6735,1.6485,1.609,1.5472,1.4397,,,,,,,,,,,,,,,,,,,,,,,,
1.6808,1.6762,1.6619,1.6361,1.5949,1.5292,1.4089,,,,,,,,,,,,,,,,,,,,,,,,
1.6705,1.6658,1.6511,1.6245,1.5815,1.5117,1.3752,,,,,,,,,,,,,,,,,,,,,,,,
1.6608,1.656,1.6409,1.6135,1.5687,1.4944,1.3369,,,,,,,,,,,,,,,,,,,,,,,,
1.6519,1.647,1.6316,1.6033,1.5566,1.4774,1.2899,,,,,,,,,,,,,,,,,,,,,,,,
1.6434,1.6384,1.6226,1.5935,1.5449,1.4603,1.2224,,,,,,,,,,,,,,,,,,,,,,,,
1.6357,1.6306,1.6144,1.5844,1.5339,1.4434,,,,,,,,,,,,,,,,,,,,,,,,,
1.6282,1.623,1.6065,1.5757,1.523,1.426,,,,,,,,,,,,,,,,,,,,,,,,,
1.6214,1.6161,1.5993,1.5675,1.5127,1.4084,,,,,,,,,,,,,,,,,,,,,,,,,
1.6147,1.6093,1.5921,1.5595,1.5024,1.3899,,,,,,,,,,,,,,,,,,,,,,,,,
1.6086,1.6031,1.5855,1.552,1.4926,1.3706,,,,,,,,,,,,,,,,,,,,,,,,,
1.6028,1.5972,1.5792,1.5448,1.4829,1.35,,,,,,,,,,,,,,,,,,,,,,,,,
