n,Bothe_k1,Bothe_k2,Bothe_cpk,Bothe_Power,Pearn_k1,Pearn_k2,Pearn_cpk,Pearn_Power,Tai_k1,Tai_k2,Tai_cpk,Tai_Power
20,0.6708203932499369,1.0,0.9542663543721001,0.5013492980834302,0.0,1.7140925222168082,0.687170112963771,0.5400421425370578,0.6708203932499369,1.7140925222168082,0.5567181129394129,0.7501161425311164
21,0.6546536707079772,1.0,0.9596552618860866,0.5013471142701243,0.0,1.7021320054148654,0.6919987100736014,0.5389928080076984,0.6546536707079772,1.7021320054148654,0.5637960268846406,0.7501058742948286
22,0.6396021490668313,1.0,0.9646724357664684,0.5013496897166858,0.0,1.690972659110271,0.696565462354568,0.5380210850805873,0.6396021490668313,1.690972659110271,0.5704837571259398,0.7500969486234131
23,0.6255432421712244,1.0,0.9693587380650043,0.5013493007388199,0.0,1.6807289207406066,0.7008109026903958,0.5371355383070613,0.6255432421712244,1.6807289207406066,0.5767490081850083,0.7500892863120636
24,0.6123724356957946,1.0,0.9737490068901475,0.5013520783964421,0.0,1.6710097907867423,0.7048870441193015,0.5363012363948778,0.6123724356957946,1.6710097907867423,0.582730880608239,0.7500824657239274
25,0.6,1.0,0.9778731521220793,0.5013482125985484,0.0,1.6622271691918147,0.7086114184349234,0.5355524080865689,0.6,1.6622271691918147,0.5882909209079571,0.7500766629725847
26,0.5883484054145521,1.0,0.9817570169838948,0.5013510030771322,0.0,1.6537695116404745,0.7122353773191012,0.5348359721415671,0.5883484054145521,1.6537695116404745,0.5936480326149141,0.7500713855502008
27,0.5773502691896257,1.0,0.9854230623922037,0.5013507596536639,0.0,1.6460695705304955,0.7155670533065465,0.5341878175362214,0.5773502691896257,1.6460695705304955,0.5986521347786178,0.7500668358847045
28,0.5669467095138409,1.0,0.9888909156174653,0.5013513681068328,0.0,1.638549573744093,0.718851093061917,0.5335586651597876,0.5669467095138409,1.638549573744093,0.6035160189617244,0.7500626184298194
29,0.5570860145311556,1.0,0.9921778139450271,0.5013479656026976,0.0,1.631654412632728,0.7218888650701114,0.5329852075948315,0.5570860145311556,1.631654412632728,0.6080808572350291,0.7500589406563049
30,0.5477225575051661,1.0,0.9952989662870237,0.5013472019104346,0.0,1.6250789719834684,0.7248097922800895,0.5324414471194686,0.5477225575051661,1.6250789719834684,0.6124619070494923,0.7500555963138591
